,Coin,Cur. Rank,Close,Date,High,Low,Market Cap,Open,Volume
2,verge,20,0.029510,"Mar 18, 2018",0.030319,0.023956,"418,196,000",0.028406,"9,843,710"
3,verge,20,0.028408,"Mar 17, 2018",0.033080,0.028070,"486,805,000",0.033076,"6,718,990"
4,verge,20,0.032892,"Mar 16, 2018",0.034847,0.030283,"465,157,000",0.031614,"14,059,300"
5,verge,20,0.031201,"Mar 15, 2018",0.031776,0.027721,"461,339,000",0.031363,"9,724,440"
6,verge,20,0.031378,"Mar 14, 2018",0.037727,0.030236,"531,762,000",0.036160,"8,475,110"
7,verge,20,0.036173,"Mar 13, 2018",0.038808,0.035825,"549,755,000",0.037394,"6,449,030"
8,verge,20,0.037688,"Mar 12, 2018",0.040894,0.035862,"574,353,000",0.039078,"8,081,210"
9,verge,20,0.039274,"Mar 11, 2018",0.039858,0.034626,"532,268,000",0.036216,"7,920,510"
10,verge,20,0.036487,"Mar 10, 2018",0.042399,0.035577,"576,083,000",0.039218,"11,953,300"
0,omisego,21,12.08,"Mar 20, 2018",12.53,10.66,"1,177,690,000",11.54,"46,839,900"
1,omisego,21,11.45,"Mar 19, 2018",11.45,10.06,"1,073,390,000",10.52,"42,172,600"
2,omisego,21,10.47,"Mar 18, 2018",10.53,8.44,"1,002,780,000",9.83,"39,837,300"
3,omisego,21,9.86,"Mar 17, 2018",11.26,9.82,"1,145,240,000",11.22,"30,985,800"
4,omisego,21,11.22,"Mar 16, 2018",11.83,10.83,"1,155,630,000",11.32,"28,698,800"
5,omisego,21,11.31,"Mar 15, 2018",11.73,10.34,"1,193,950,000",11.70,"44,593,200"
6,omisego,21,11.69,"Mar 14, 2018",13.75,11.34,"1,388,970,000",13.61,"28,942,400"
7,omisego,21,13.75,"Mar 13, 2018",14.14,12.98,"1,401,840,000",13.74,"24,721,000"
8,omisego,21,13.78,"Mar 12, 2018",14.84,13.47,"1,496,030,000",14.66,"23,439,900"
9,omisego,21,14.68,"Mar 11, 2018",14.98,12.85,"1,368,720,000",13.41,"30,486,600"
10,omisego,21,13.44,"Mar 10, 2018",15.36,13.25,"1,531,680,000",15.01,"44,982,900"
0,lisk,22,13.63,"Mar 20, 2018",14.11,12.43,"1,328,050,000",12.89,"26,259,400"
1,lisk,22,12.74,"Mar 19, 2018",13.07,11.93,"1,261,830,000",12.26,"25,454,300"
2,lisk,22,12.25,"Mar 18, 2018",12.37,10.19,"1,260,670,000",12.25,"26,947,100"
3,lisk,22,12.17,"Mar 17, 2018",13.18,11.88,"1,349,570,000",13.12,"20,557,200"
4,lisk,22,13.10,"Mar 16, 2018",14.30,12.34,"1,360,300,000",13.23,"30,103,400"
5,lisk,22,13.35,"Mar 15, 2018",13.63,10.60,"1,205,890,000",11.73,"35,374,200"
6,lisk,22,11.73,"Mar 14, 2018",14.26,11.35,"1,440,370,000",14.01,"22,923,900"
7,lisk,22,14.03,"Mar 13, 2018",14.66,13.63,"1,449,250,000",14.10,"16,983,600"
8,lisk,22,14.16,"Mar 12, 2018",15.20,13.86,"1,524,490,000",14.84,"21,335,400"
9,lisk,22,14.92,"Mar 11, 2018",15.10,13.59,"1,453,750,000",14.16,"20,241,700"
10,lisk,22,14.20,"Mar 10, 2018",15.80,14.13,"1,584,870,000",15.44,"17,287,800"
0,icon,23,2.62,"Mar 20, 2018",2.74,2.14,"918,344,000",2.38,"48,542,400"
1,icon,23,2.35,"Mar 19, 2018",2.35,1.97,"806,369,000",2.09,"39,146,200"
2,icon,23,2.07,"Mar 18, 2018",2.10,1.59,"751,868,000",1.95,"35,447,300"
3,icon,23,1.96,"Mar 17, 2018",2.25,1.89,"869,145,000",2.25,"25,180,000"
4,icon,23,2.25,"Mar 16, 2018",2.39,2.16,"876,745,000",2.27,"24,701,000"
5,icon,23,2.27,"Mar 15, 2018",2.43,2.16,"918,183,000",2.38,"31,307,700"
6,icon,23,2.38,"Mar 14, 2018",3.14,2.28,"1,120,270,000",2.90,"55,190,300"
7,icon,23,2.88,"Mar 13, 2018",2.94,2.59,"1,013,500,000",2.62,"37,901,500"
8,icon,23,2.64,"Mar 12, 2018",2.86,2.54,"1,069,070,000",2.77,"15,110,200"
9,icon,23,2.78,"Mar 11, 2018",2.82,2.37,"954,506,000",2.47,"9,918,750"
10,icon,23,2.47,"Mar 10, 2018",2.83,2.43,"1,033,760,000",2.68,"12,162,200"
0,bitcoin-gold,24,66.19,"Mar 20, 2018",69.52,61.94,"1,155,150,000",68.39,"42,417,800"
1,bitcoin-gold,24,68.43,"Mar 19, 2018",69.32,58.56,"1,010,310,000",59.83,"42,187,500"
2,bitcoin-gold,24,59.45,"Mar 18, 2018",59.89,52.54,"989,679,000",58.61,"26,012,900"
3,bitcoin-gold,24,58.97,"Mar 17, 2018",66.28,58.36,"1,067,120,000",63.20,"15,795,900"
4,bitcoin-gold,24,63.15,"Mar 16, 2018",68.34,62.44,"1,118,530,000",66.25,"28,649,700"
5,bitcoin-gold,24,66.20,"Mar 15, 2018",68.86,62.87,"1,156,830,000",68.53,"31,260,500"
6,bitcoin-gold,24,68.64,"Mar 14, 2018",80.25,66.88,"1,335,080,000",79.10,"23,511,600"
7,bitcoin-gold,24,79.15,"Mar 13, 2018",80.94,77.66,"1,345,500,000",79.72,"17,303,400"
8,bitcoin-gold,24,80.07,"Mar 12, 2018",86.44,77.84,"1,428,880,000",84.67,"16,334,300"
9,bitcoin-gold,24,84.71,"Mar 11, 2018",85.71,78.70,"1,368,070,000",81.08,"18,510,800"
10,bitcoin-gold,24,81.38,"Mar 10, 2018",87.81,80.46,"1,446,160,000",85.72,"19,514,900"
0,nano,25,9.15,"Mar 20, 2018",9.54,7.87,"1,115,080,000",8.37,"46,177,400"
1,nano,25,8.28,"Mar 19, 2018",8.80,7.56,"1,136,690,000",8.53,"44,576,800"
2,nano,25,8.31,"Mar 18, 2018",8.58,5.97,"1,037,530,000",7.79,"54,951,800"
3,nano,25,7.84,"Mar 17, 2018",8.91,7.80,"1,182,380,000",8.87,"25,861,100"
4,nano,25,8.82,"Mar 16, 2018",9.50,8.23,"1,168,030,000",8.77,"30,442,600"
5,nano,25,8.78,"Mar 15, 2018",9.21,8.30,"1,213,180,000",9.10,"27,434,400"
6,nano,25,9.10,"Mar 14, 2018",11.07,8.83,"1,447,440,000",10.86,"36,232,400"
7,nano,25,10.85,"Mar 13, 2018",11.11,10.12,"1,419,250,000",10.65,"44,709,800"
8,nano,25,10.72,"Mar 12, 2018",12.00,10.22,"1,538,770,000",11.55,"43,352,800"
9,nano,25,11.58,"Mar 11, 2018",12.11,10.25,"1,437,620,000",10.79,"59,846,300"
10,nano,25,10.86,"Mar 10, 2018",12.99,10.56,"1,568,370,000",11.77,"78,827,900"
0,zcash,26,259.24,"Mar 20, 2018",267.10,237.73,"899,321,000",255.75,"54,027,600"
1,zcash,26,252.62,"Mar 19, 2018",252.62,228.66,"858,361,000",244.59,"58,323,800"
2,zcash,26,244.38,"Mar 18, 2018",247.40,204.01,"771,149,000",220.19,"59,834,200"
3,zcash,26,220.48,"Mar 17, 2018",236.82,219.43,"827,714,000",236.82,"41,086,300"
4,zcash,26,236.75,"Mar 16, 2018",247.62,233.75,"847,849,000",243.08,"43,510,900"
5,zcash,26,242.99,"Mar 15, 2018",253.67,233.76,"871,062,000",250.25,"45,521,300"
6,zcash,26,250.69,"Mar 14, 2018",289.24,246.13,"793,127,000",284.55,"52,691,100"
7,zcash,26,284.37,"Mar 13, 2018",301.77,279.99,"1,006,780,000",290.44,"46,337,600"
8,zcash,26,291.69,"Mar 12, 2018",314.98,280.21,"1,068,090,000",308.76,"51,763,700"
9,zcash,26,309.70,"Mar 11, 2018",318.36,278.95,"993,100,000",287.68,"55,436,800"
10,zcash,26,288.51,"Mar 10, 2018",318.73,286.84,"1,071,010,000",310.89,"51,613,200"
0,ontology,27,1.38,"Mar 20, 2018",1.45,1.25,"307,611,000",1.28,"32,469,000"
1,ontology,27,1.26,"Mar 19, 2018",1.31,1.17,"306,581,000",1.27,"29,096,500"
2,ontology,27,1.28,"Mar 18, 2018",1.32,1.01,"308,568,000",1.28,"33,210,200"
3,ontology,27,1.28,"Mar 17, 2018",1.49,1.25,"329,840,000",1.37,"47,038,200"
4,ontology,27,1.51,"Mar 16, 2018",1.86,1.49,-,1.67,"70,498,600"
5,ontology,27,1.69,"Mar 15, 2018",1.71,1.27,-,1.47,"178,626,000"
6,ontology,27,1.47,"Mar 14, 2018",1.57,1.36,-,1.36,"294,266,000"
7,ontology,27,1.36,"Mar 13, 2018",1.41,1.21,-,1.30,"89,964,300"
8,ontology,27,1.31,"Mar 12, 2018",1.62,1.27,-,1.60,"53,359,000"
9,ontology,27,1.60,"Mar 11, 2018",1.63,1.41,-,1.48,"46,160,400"
10,ontology,27,1.48,"Mar 10, 2018",1.87,1.47,-,1.65,"53,627,900"
0,steem,28,2.20,"Mar 20, 2018",2.29,2.00,"528,036,000",2.07,"7,643,910"
1,steem,28,2.06,"Mar 19, 2018",2.06,1.82,"464,744,000",1.83,"3,775,080"
2,steem,28,1.83,"Mar 18, 2018",1.86,1.50,"460,567,000",1.81,"3,499,140"
3,steem,28,1.82,"Mar 17, 2018",2.06,1.78,"521,876,000",2.06,"1,518,520"
4,steem,28,2.05,"Mar 16, 2018",2.15,1.98,"536,550,000",2.12,"2,065,890"
5,steem,28,2.11,"Mar 15, 2018",2.28,1.92,"576,847,000",2.28,"4,759,340"
6,steem,28,2.23,"Mar 14, 2018",2.71,2.17,"635,358,000",2.51,"14,376,300"
7,steem,28,2.50,"Mar 13, 2018",2.58,2.29,"620,608,000",2.46,"8,677,410"
8,steem,28,2.44,"Mar 12, 2018",2.64,2.37,"645,451,000",2.56,"3,170,950"
9,steem,28,2.55,"Mar 11, 2018",2.64,2.25,"602,696,000",2.39,"4,152,590"
10,steem,28,2.40,"Mar 10, 2018",2.68,2.37,"649,994,000",2.58,"3,231,450"
0,populous,30,16.00,"Mar 20, 2018",16.39,14.53,"574,030,000",15.51,"1,491,100"
1,populous,30,15.35,"Mar 19, 2018",16.18,14.11,"555,271,000",15.01,"2,709,430"
2,populous,30,15.25,"Mar 18, 2018",15.28,11.43,"522,319,000",14.12,"2,250,130"
3,populous,30,14.14,"Mar 17, 2018",15.61,14.05,"576,107,000",15.57,"1,154,360"
4,populous,30,15.47,"Mar 16, 2018",16.80,15.29,"595,718,000",16.10,"1,080,750"
5,populous,30,16.15,"Mar 15, 2018",16.54,14.86,"590,514,000",15.96,"1,541,770"
6,populous,30,15.96,"Mar 14, 2018",19.45,15.15,"703,564,000",19.01,"2,529,050"
7,populous,30,18.99,"Mar 13, 2018",20.05,16.92,"628,678,000",16.99,"8,985,480"
8,populous,30,16.92,"Mar 12, 2018",17.10,15.33,"619,862,000",16.75,"1,889,600"
9,populous,30,16.76,"Mar 11, 2018",17.15,14.81,"585,170,000",15.81,"1,462,540"
10,populous,30,15.74,"Mar 10, 2018",18.27,15.66,"579,666,000",15.66,"3,002,340"
0,digixdao,31,357.17,"Mar 20, 2018",361.62,338.99,"702,547,000",351.27,"24,961,900"
1,digixdao,31,347.06,"Mar 19, 2018",359.18,338.13,"693,364,000",346.68,"25,688,500"
2,digixdao,31,348.91,"Mar 18, 2018",363.55,285.66,"727,103,000",363.55,"29,796,100"
3,digixdao,31,365.02,"Mar 17, 2018",409.43,358.64,"815,551,000",407.77,"33,841,500"
4,digixdao,31,406.87,"Mar 16, 2018",420.34,362.76,"725,519,000",362.76,"70,182,900"
5,digixdao,31,365.74,"Mar 15, 2018",423.06,330.28,"661,537,000",330.77,"93,141,500"
6,digixdao,31,330.15,"Mar 14, 2018",344.59,278.63,"654,232,000",327.12,"26,308,200"
7,digixdao,31,327.16,"Mar 13, 2018",348.21,322.00,"679,071,000",339.54,"9,458,830"
8,digixdao,31,340.78,"Mar 12, 2018",366.61,323.94,"716,222,000",358.11,"43,148,100"
9,digixdao,31,358.12,"Mar 11, 2018",371.43,330.18,"680,444,000",340.22,"9,846,230"
10,digixdao,31,341.42,"Mar 10, 2018",390.05,341.42,"758,425,000",379.21,"19,341,300"
0,bitshares,33,0.161816,"Mar 20, 2018",0.167699,0.146384,"390,758,000",0.149640,"11,605,300"
1,bitshares,33,0.148881,"Mar 19, 2018",0.149148,0.130287,"346,553,000",0.132717,"9,026,640"
2,bitshares,33,0.132417,"Mar 18, 2018",0.136521,0.113737,"356,474,000",0.136521,"10,667,800"
3,bitshares,33,0.137167,"Mar 17, 2018",0.154514,0.135231,"387,100,000",0.148256,"4,655,430"
4,bitshares,33,0.148263,"Mar 16, 2018",0.157907,0.145459,"389,920,000",0.149341,"7,742,360"
5,bitshares,33,0.149526,"Mar 15, 2018",0.154313,0.134489,"378,071,000",0.144808,"11,560,000"
6,bitshares,33,0.145028,"Mar 14, 2018",0.167048,0.136855,"427,157,000",0.163615,"7,881,060"
7,bitshares,33,0.164237,"Mar 13, 2018",0.170901,0.159276,"426,561,000",0.163392,"5,362,620"
8,bitshares,33,0.163777,"Mar 12, 2018",0.176811,0.157579,"443,513,000",0.169893,"6,631,400"
9,bitshares,33,0.169669,"Mar 11, 2018",0.179255,0.153101,"420,597,000",0.161120,"8,714,740"
10,bitshares,33,0.160923,"Mar 10, 2018",0.177056,0.160923,"440,230,000",0.168647,"8,245,420"
0,waves,35,5.02,"Mar 20, 2018",5.08,4.71,"484,953,000",4.85,"23,723,900"
1,waves,35,4.80,"Mar 19, 2018",4.85,4.39,"438,969,000",4.39,"19,329,400"
2,waves,35,4.41,"Mar 18, 2018",4.58,3.87,"458,336,000",4.58,"22,563,500"
3,waves,35,4.61,"Mar 17, 2018",5.03,4.56,"501,288,000",5.01,"19,627,900"
4,waves,35,5.01,"Mar 16, 2018",5.28,4.86,"521,501,000",5.22,"21,433,900"
5,waves,35,5.22,"Mar 15, 2018",5.37,4.63,"498,313,000",4.98,"24,144,400"
6,waves,35,4.98,"Mar 14, 2018",5.72,4.82,"555,434,000",5.55,"22,462,700"
7,waves,35,5.56,"Mar 13, 2018",5.77,5.40,"555,725,000",5.56,"22,695,500"
8,waves,35,5.58,"Mar 12, 2018",5.99,5.39,"588,249,000",5.88,"25,160,400"
9,waves,35,5.90,"Mar 11, 2018",5.99,5.29,"552,342,000",5.52,"21,654,300"
10,waves,35,5.55,"Mar 10, 2018",6.08,5.51,"586,980,000",5.87,"18,057,800"
0,stratis,36,5.15,"Mar 20, 2018",5.28,4.59,"484,167,000",4.90,"9,210,600"
1,stratis,36,4.86,"Mar 19, 2018",4.86,4.29,"429,296,000",4.35,"9,337,520"
2,stratis,36,4.35,"Mar 18, 2018",4.45,3.43,"402,751,000",4.08,"9,559,220"
3,stratis,36,4.07,"Mar 17, 2018",4.63,4.01,"456,990,000",4.63,"4,753,190"
4,stratis,36,4.61,"Mar 16, 2018",4.81,4.48,"467,948,000",4.74,"5,029,010"
5,stratis,36,4.76,"Mar 15, 2018",4.85,4.25,"474,753,000",4.81,"7,083,840"
6,stratis,36,4.82,"Mar 14, 2018",5.56,4.64,"535,934,000",5.43,"5,728,080"
7,stratis,36,5.44,"Mar 13, 2018",5.68,5.25,"537,600,000",5.44,"4,402,760"
8,stratis,36,5.47,"Mar 12, 2018",6.03,5.33,"575,859,000",5.83,"4,488,550"
9,stratis,36,5.85,"Mar 11, 2018",5.88,5.10,"527,114,000",5.34,"3,641,180"
10,stratis,36,5.36,"Mar 10, 2018",5.94,5.28,"563,797,000",5.71,"4,855,590"
0,status,37,0.117656,"Mar 20, 2018",0.123466,0.108117,"411,309,000",0.118516,"66,417,000"
1,status,37,0.121694,"Mar 19, 2018",0.121694,0.105881,"373,172,000",0.107527,"160,384,000"
2,status,37,0.101090,"Mar 18, 2018",0.103322,0.077493,"320,356,000",0.092309,"58,944,900"
3,status,37,0.093084,"Mar 17, 2018",0.106291,0.090927,"368,513,000",0.106185,"16,011,900"
4,status,37,0.106736,"Mar 16, 2018",0.112093,0.104721,"386,555,000",0.111384,"14,719,300"
5,status,37,0.110925,"Mar 15, 2018",0.121297,0.102421,"418,349,000",0.120545,"41,428,000"
6,status,37,0.120605,"Mar 14, 2018",0.139186,0.120553,"466,973,000",0.134556,"23,185,400"
7,status,37,0.134919,"Mar 13, 2018",0.138128,0.131815,"471,639,000",0.135900,"14,260,400"
8,status,37,0.136113,"Mar 12, 2018",0.145350,0.134535,"489,810,000",0.141136,"27,519,500"
9,status,37,0.140290,"Mar 11, 2018",0.143728,0.132887,"477,217,000",0.137507,"28,504,900"
10,status,37,0.137373,"Mar 10, 2018",0.151210,0.135548,"517,848,000",0.149215,"24,100,200"
0,aeternity,38,1.66,"Mar 20, 2018",1.73,1.54,"372,726,000",1.60,"2,604,610"
1,aeternity,38,1.58,"Mar 19, 2018",1.64,1.37,"322,719,000",1.38,"3,766,160"
2,aeternity,38,1.39,"Mar 18, 2018",1.49,1.20,"348,161,000",1.49,"3,064,900"
3,aeternity,38,1.50,"Mar 17, 2018",1.62,1.48,"376,337,000",1.62,"3,615,700"
4,aeternity,38,1.61,"Mar 16, 2018",1.66,1.57,"376,334,000",1.62,"3,794,970"
5,aeternity,38,1.62,"Mar 15, 2018",1.63,1.52,"367,515,000",1.58,"3,000,830"
6,aeternity,38,1.58,"Mar 14, 2018",1.76,1.55,"400,964,000",1.72,"2,764,920"
7,aeternity,38,1.72,"Mar 13, 2018",1.81,1.70,"411,817,000",1.77,"2,199,740"
8,aeternity,38,1.77,"Mar 12, 2018",1.87,1.73,"429,004,000",1.84,"1,892,480"
9,aeternity,38,1.83,"Mar 11, 2018",1.88,1.73,"412,298,000",1.77,"1,742,250"
10,aeternity,38,1.77,"Mar 10, 2018",1.92,1.76,"436,661,000",1.87,"1,973,150"
0,bitcoin-diamond,40,2.71,"Mar 20, 2018",2.97,2.49,-,2.59,"3,055,200"
1,bitcoin-diamond,40,2.55,"Mar 19, 2018",2.65,2.31,-,2.31,"3,167,180"
2,bitcoin-diamond,40,2.32,"Mar 18, 2018",3.01,1.97,-,3.01,"6,620,660"
3,bitcoin-diamond,40,3.00,"Mar 17, 2018",3.24,2.89,-,2.93,"4,567,900"
4,bitcoin-diamond,40,2.99,"Mar 16, 2018",3.18,2.82,-,2.99,"4,550,200"
5,bitcoin-diamond,40,2.98,"Mar 15, 2018",3.32,2.91,-,3.28,"15,876,800"
6,bitcoin-diamond,40,3.26,"Mar 14, 2018",4.06,3.25,-,3.98,"2,109,530"
7,bitcoin-diamond,40,3.98,"Mar 13, 2018",4.07,3.79,-,3.87,"2,079,760"
8,bitcoin-diamond,40,3.88,"Mar 12, 2018",4.05,3.68,-,3.94,"3,236,790"
9,bitcoin-diamond,40,3.95,"Mar 11, 2018",4.04,3.63,-,3.79,"2,905,510"
10,bitcoin-diamond,40,3.81,"Mar 10, 2018",4.24,3.75,-,3.97,"3,850,480"
0,0x,44,0.534654,"Mar 20, 2018",0.558981,0.460619,"243,115,000",0.468713,"6,190,060"
1,0x,44,0.464974,"Mar 19, 2018",0.464974,0.435120,"229,324,000",0.442396,"3,859,170"
2,0x,44,0.441154,"Mar 18, 2018",0.443938,0.354991,"230,038,000",0.443938,"5,900,160"
3,0x,44,0.444696,"Mar 17, 2018",0.503508,0.442287,"260,896,000",0.503508,"3,134,240"
4,0x,44,0.503941,"Mar 16, 2018",0.529674,0.468640,"251,138,000",0.484890,"4,675,690"
5,0x,44,0.486085,"Mar 15, 2018",0.520949,0.460781,"268,026,000",0.517678,"4,601,280"
6,0x,44,0.518390,"Mar 14, 2018",0.608643,0.514046,"307,650,000",0.595073,"4,919,120"
7,0x,44,0.595122,"Mar 13, 2018",0.658558,0.584119,"323,983,000",0.626599,"5,484,210"
8,0x,44,0.628817,"Mar 12, 2018",0.708498,0.617465,"353,102,000",0.683034,"4,099,150"
9,0x,44,0.682246,"Mar 11, 2018",0.684097,0.609048,"326,314,000",0.631398,"4,172,970"
10,0x,44,0.635473,"Mar 10, 2018",0.733354,0.633139,"333,757,000",0.646254,"7,654,580"
0,zilliqa,46,0.047747,"Mar 20, 2018",0.048856,0.043230,"311,315,000",0.047131,"15,458,000"
1,zilliqa,46,0.046647,"Mar 19, 2018",0.048764,0.039975,"268,496,000",0.040648,"18,843,500"
2,zilliqa,46,0.040974,"Mar 18, 2018",0.041186,0.034292,"269,724,000",0.040834,"15,158,500"
3,zilliqa,46,0.040867,"Mar 17, 2018",0.044584,0.040483,"281,453,000",0.042610,"12,451,900"
4,zilliqa,46,0.042510,"Mar 16, 2018",0.046115,0.039669,"273,960,000",0.041476,"17,237,500"
5,zilliqa,46,0.041405,"Mar 15, 2018",0.042399,0.038467,"270,259,000",0.040915,"12,966,400"
6,zilliqa,46,0.040833,"Mar 14, 2018",0.049461,0.039287,"305,160,000",0.046199,"13,565,000"
7,zilliqa,46,0.046047,"Mar 13, 2018",0.049015,0.043512,"306,040,000",0.046332,"11,401,300"
8,zilliqa,46,0.046308,"Mar 12, 2018",0.052870,0.044358,"338,895,000",0.051306,"21,471,400"
9,zilliqa,46,0.051573,"Mar 11, 2018",0.055693,0.040644,"287,764,000",0.043565,"39,127,300"
10,zilliqa,46,0.043576,"Mar 10, 2018",0.050249,0.040130,"268,329,000",0.040623,"22,847,300"
0,komodo,47,3.09,"Mar 20, 2018",3.15,2.72,"297,441,000",2.86,"2,087,540"
1,komodo,47,2.84,"Mar 19, 2018",2.91,2.57,"277,887,000",2.67,"3,056,530"
2,komodo,47,2.65,"Mar 18, 2018",2.65,2.16,"266,067,000",2.56,"1,685,110"
3,komodo,47,2.56,"Mar 17, 2018",2.90,2.56,"301,393,000",2.90,"894,544"
4,komodo,47,2.87,"Mar 16, 2018",3.04,2.85,"312,336,000",3.00,"827,609"
5,komodo,47,3.00,"Mar 15, 2018",3.14,2.77,"326,172,000",3.14,"1,396,310"
6,komodo,47,3.14,"Mar 14, 2018",3.64,3.08,"358,400,000",3.45,"1,868,510"
7,komodo,47,3.45,"Mar 13, 2018",3.75,3.39,"373,509,000",3.59,"1,443,100"
8,komodo,47,3.58,"Mar 12, 2018",3.84,3.42,"366,754,000",3.53,"1,601,820"
9,komodo,47,3.54,"Mar 11, 2018",3.62,3.19,"340,962,000",3.28,"1,142,430"
10,komodo,47,3.29,"Mar 10, 2018",3.58,3.25,"350,668,000",3.37,"1,246,550"
0,waltonchain,50,14.05,"Mar 20, 2018",14.20,12.44,"317,257,000",12.74,"5,938,950"
1,waltonchain,50,12.63,"Mar 19, 2018",12.95,11.63,"304,268,000",12.22,"5,410,120"
2,waltonchain,50,12.13,"Mar 18, 2018",12.43,10.08,"288,921,000",11.60,"5,408,010"
3,waltonchain,50,11.65,"Mar 17, 2018",13.30,11.39,"330,697,000",13.28,"5,274,790"
4,waltonchain,50,13.23,"Mar 16, 2018",13.86,12.26,"318,738,000",12.80,"5,058,330"
5,waltonchain,50,12.90,"Mar 15, 2018",13.65,11.87,"332,811,000",13.37,"5,762,170"
6,waltonchain,50,13.39,"Mar 14, 2018",15.93,12.96,"384,317,000",15.44,"7,111,590"
7,waltonchain,50,15.44,"Mar 13, 2018",16.59,15.18,"384,325,000",15.44,"7,763,470"
8,waltonchain,50,15.50,"Mar 12, 2018",17.24,15.08,"420,022,000",16.87,"8,972,400"
9,waltonchain,50,16.90,"Mar 11, 2018",17.25,14.53,"374,418,000",15.04,"11,506,800"
10,waltonchain,50,15.04,"Mar 10, 2018",16.87,14.96,"405,576,000",16.29,"7,542,830"
